index,s_m,center_x_m,center_y_m,w_left_m,w_right_m,left_boundary_x_m,left_boundary_y_m,right_boundary_x_m,right_boundary_y_m
52,1.245131859,12.236093617,-3.033125955,0.600000000,0.600000000,11.772489405,-2.652243908,12.699697830,-3.414008002
53,1.269076702,12.251136247,-3.014496011,0.600000000,0.600000000,11.781131209,-2.641541235,12.721141285,-3.387450786
54,1.293021546,12.265860357,-2.995613317,0.600000000,0.600000000,11.789590029,-2.630693361,12.742130685,-3.360533273
55,1.316966389,12.280261701,-2.976483320,0.600000000,0.600000000,11.797863423,-2.619703414,12.762659979,-3.333263225
56,1.340911233,12.294336127,-2.957111534,0.600000000,0.600000000,11.805949007,-2.608574563,12.782723247,-3.305648506
57,1.364856076,12.308079576,-2.937503548,0.600000000,0.600000000,11.813844448,-2.597310016,12.802314703,-3.277697079
58,1.388800919,12.321488084,-2.917665014,0.600000000,0.600000000,11.821547471,-2.585913024,12.821428698,-3.249417004
59,1.412745763,12.334557786,-2.897601654,0.600000000,0.600000000,11.829055853,-2.574386871,12.840059719,-3.220816436
60,1.436690606,12.347284912,-2.877319253,0.600000000,0.600000000,11.836367430,-2.562734883,12.858202395,-3.191903623
61,1.460635450,12.359665793,-2.856823660,0.600000000,0.600000000,11.843480092,-2.550960418,12.875851493,-3.162686902
62,1.484580293,12.371696857,-2.836120785,0.600000000,0.600000000,11.850391790,-2.539066872,12.893001924,-3.133174698
63,1.508525137,12.383374636,-2.815216599,0.600000000,0.600000000,11.857100530,-2.527057675,12.909648742,-3.103375523
64,1.532469980,12.394695762,-2.794117129,0.600000000,0.600000000,11.863604377,-2.514936291,12.925787148,-3.073297968
65,1.556414824,12.405656971,-2.772828460,0.600000000,0.600000000,11.869901456,-2.502706213,12.941412486,-3.042950707
66,1.580359667,12.416255102,-2.751356731,0.600000000,0.600000000,11.875989951,-2.490370970,12.956520252,-3.012342492
67,1.604304510,12.426487098,-2.729708133,0.600000000,0.600000000,11.881868107,-2.477934118,12.971106089,-2.981482148
68,1.628249354,12.436350008,-2.707888909,0.600000000,0.600000000,11.887534227,-2.465399244,12.985165790,-2.950378575
69,1.652194197,12.445840990,-2.685905352,0.600000000,0.600000000,11.892986679,-2.452769962,12.998695302,-2.919040743
