side,index,s_m,x_m,y_m,width_from_center_m
left,171,4.087435576,11.293637570,-1.356290786,0.600000000
left,172,4.111338708,11.280288538,-1.353397730,0.600000000
left,173,4.135241840,11.266892058,-1.350733004,0.600000000
left,174,4.159144972,11.253452035,-1.348297386,0.600000000
left,175,4.183048104,11.239972388,-1.346091584,0.600000000
left,176,4.206951236,11.226457047,-1.344116243,0.600000000
left,177,4.230854368,11.212909950,-1.342371938,0.600000000
left,178,4.254757500,11.199335046,-1.340859177,0.600000000
left,179,4.278660632,11.185736295,-1.339578401,0.600000000
left,180,4.302563764,11.172117658,-1.338529985,0.600000000
left,181,4.326466896,11.158483107,-1.337714232,0.600000000
left,182,4.350370028,11.144836615,-1.337131382,0.600000000
left,183,4.374273160,11.131182162,-1.336781604,0.600000000
left,184,4.398176292,11.114948967,-1.336659475,0.600000000
left,185,4.421825292,11.093874727,-1.336665000,0.600000000
left,186,4.445474292,11.070225727,-1.336665000,0.600000000
left,187,4.469123292,11.046576727,-1.336665000,0.600000000
left,188,4.492772292,11.022927727,-1.336665000,0.600000000
left,189,4.516421292,10.999278727,-1.336665000,0.600000000
left,190,4.540070292,10.975629727,-1.336665000,0.600000000
left,191,4.563719292,10.951980727,-1.336665000,0.600000000
left,192,4.587368292,10.928331727,-1.336665000,0.600000000
left,193,4.611017292,10.904682727,-1.336665000,0.600000000
left,194,4.634666292,10.881033727,-1.336665000,0.600000000
left,195,4.658315292,10.857384727,-1.336665000,0.600000000
left,196,4.681964292,10.833735727,-1.336665000,0.600000000
left,197,4.705613292,10.810086727,-1.336665000,0.600000000
left,198,4.729262292,10.786437727,-1.336665000,0.600000000
left,199,4.752911292,10.762788727,-1.336665000,0.600000000
left,200,4.776560292,10.739139727,-1.336665000,0.600000000
left,201,4.800209292,10.715490727,-1.336665000,0.600000000
left,202,4.823858292,10.691841727,-1.336665000,0.600000000
left,203,4.847507292,10.668192727,-1.336665000,0.600000000
left,204,4.871156292,10.644543727,-1.336665000,0.600000000
left,205,4.894805292,10.620894727,-1.336665000,0.600000000
left,206,4.918454292,10.597245727,-1.336665000,0.600000000
left,207,4.942103292,10.573596727,-1.336665000,0.600000000
left,208,4.965752292,10.549901578,-1.336664998,0.600000000
left,209,4.989365297,10.525965475,-1.336661251,0.600000000
left,210,5.012978315,10.501522976,-1.336634739,0.600000000
left,211,5.036591420,10.476531292,-1.336561476,0.600000000
left,212,5.060204805,10.450996163,-1.336416194,0.600000000
left,213,5.083818836,10.424925666,-1.336172507,0.600000000
left,214,5.107434110,10.398330256,-1.335803108,0.600000000
left,215,5.131051499,10.371222802,-1.335279991,0.600000000
left,216,5.154672192,10.343618634,-1.334574713,0.600000000
left,217,5.178297731,10.315535571,-1.333658666,0.600000000
left,218,5.201930040,10.286993947,-1.332503386,0.600000000
left,219,5.225571442,10.258016610,-1.331080871,0.600000000
left,220,5.249224666,10.228628906,-1.329363922,0.600000000
left,221,5.272892853,10.198858618,-1.327326490,0.600000000
left,222,5.296579539,10.168735886,-1.324944025,0.600000000
left,223,5.320288640,10.138293074,-1.322193829,0.600000000
left,224,5.344024418,10.107564604,-1.319055390,0.600000000
left,225,5.367791439,10.076586744,-1.315510700,0.600000000
left,226,5.391594529,10.045397354,-1.311544547,0.600000000
left,227,5.415438709,10.014035599,-1.307144770,0.600000000
